Date,Month,Year,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Holiday
1,1,2021,5,72.06,442.42,30.49,12.95,0.85,43.19,462,No Holiday
2,1,2021,6,72.06,199.8,52.85,5.18,0.85,16.43,482,No Holiday
3,1,2021,7,72.06,239.04,30.49,10.93,1.4,44.29,263,Holiday
4,1,2021,1,89.55,132.08,30.49,10.42,1.01,49.19,207,No Holiday
5,1,2021,2,54.06,55.54,30.49,9.7,0.64,48.88,149,No Holiday
6,1,2021,3,155.59,180.14,30.49,10.29,1.18,44.47,252,No Holiday
7,1,2021,4,118.39,131.18,30.49,9.81,0.73,48.6,288,No Holiday
8,1,2021,5,140.05,184.29,30.49,10.34,0.79,43.06,248,No Holiday
9,1,2021,6,144.01,192.43,30.49,10.41,0.85,42.23,326,No Holiday
10,1,2021,7,131.57,180.38,30.49,9.92,0.69,51.96,284,Holiday
11,1,2021,1,135.92,208.99,30.49,10.49,0.75,55.06,281,No Holiday
12,1,2021,2,172.48,220.74,30.49,10.21,0.91,41.69,329,No Holiday
13,1,2021,3,72.06,330.04,30.49,7.27,1.22,31.49,378,No Holiday
14,1,2021,4,72.06,417.42,30.49,8.49,0.85,32.11,422,No Holiday
15,1,2021,5,72.06,517.76,30.49,10.11,0.85,25.81,456,No Holiday
16,1,2021,6,72.06,230.76,30.49,7.39,1.65,27.53,388,No Holiday
17,1,2021,7,72.06,249.23,30.49,9.56,1.4,36.8,342,Holiday
18,1,2021,1,72.06,318.1,30.49,14.92,1.32,28.17,401,No Holiday
19,1,2021,2,72.06,299.28,30.49,12.98,1.69,23.02,400,No Holiday
20,1,2021,3,159.91,193.78,30.49,7.45,0.88,31.96,322,No Holiday
21,1,2021,4,182.39,243.84,30.49,5.6,1.5,33.7,328,No Holiday
22,1,2021,5,72.06,358.0,30.49,4.4,0.85,26.88,412,No Holiday
23,1,2021,6,170.36,213.65,30.49,4.06,0.75,34.18,362,No Holiday
24,1,2021,7,72.06,287.86,30.49,3.05,0.81,27.77,370,Holiday
25,1,2021,1,72.06,311.67,17.33,6.28,1.25,25.82,345,No Holiday
26,1,2021,2,72.06,344.53,21.93,9.03,1.34,26.24,369,Holiday
27,1,2021,3,72.06,397.43,34.5,7.94,1.23,24.33,371,No Holiday
28,1,2021,4,72.06,496.55,40.31,9.89,0.85,26.13,373,No Holiday
29,1,2021,5,72.06,396.57,30.49,4.94,0.85,21.55,440,No Holiday
30,1,2021,6,72.06,306.17,30.49,4.76,1.46,30.8,363,No Holiday
31,1,2021,7,72.06,323.33,30.49,4.43,0.85,26.95,368,Holiday
1,2,2021,1,72.06,398.91,30.49,4.76,0.85,30.4,400,No Holiday
2,2,2021,2,72.06,416.62,30.49,6.06,0.85,24.16,408,No Holiday
3,2,2021,3,72.06,299.0,30.49,3.83,0.85,28.02,367,No Holiday
4,2,2021,4,134.66,170.25,30.49,3.13,1.04,36.53,352,No Holiday
5,2,2021,5,68.49,116.65,30.49,3.82,0.72,30.54,142,No Holiday
6,2,2021,6,131.68,182.92,30.49,5.08,0.85,34.79,261,No Holiday
7,2,2021,7,180.68,241.07,30.49,5.47,1.18,34.4,279,Holiday
8,2,2021,1,72.06,369.18,30.49,4.32,1.73,30.28,375,No Holiday
9,2,2021,2,72.06,332.06,30.49,4.89,0.85,27.91,385,No Holiday
10,2,2021,3,72.06,373.71,30.49,5.43,0.85,27.67,359,No Holiday
11,2,2021,4,72.06,317.99,30.49,4.6,1.72,24.75,370,No Holiday
12,2,2021,5,72.06,352.71,30.49,3.8,0.85,30.18,310,No Holiday
13,2,2021,6,165.42,213.89,30.49,4.35,0.85,21.25,319,No Holiday
14,2,2021,7,72.06,286.26,30.49,4.7,0.85,28.86,371,Holiday
15,2,2021,1,174.53,292.2,30.49,3.85,0.85,18.42,335,No Holiday
16,2,2021,2,182.05,278.41,30.49,3.87,0.85,25.66,344,No Holiday
17,2,2021,3,72.06,333.83,30.49,4.54,0.85,23.61,367,No Holiday
18,2,2021,4,167.49,249.49,30.49,4.55,1.7,24.92,335,No Holiday
19,2,2021,5,72.06,276.56,30.49,4.89,0.85,17.37,340,No Holiday
20,2,2021,6,127.6,208.49,30.49,4.04,0.85,21.84,293,No Holiday
21,2,2021,7,72.06,300.97,30.49,3.43,0.85,36.61,356,Holiday
22,2,2021,1,72.06,334.88,30.49,3.83,0.85,34.37,352,No Holiday
23,2,2021,2,72.06,367.24,30.49,6.75,0.85,29.32,339,No Holiday
24,2,2021,3,72.06,420.65,30.49,6.47,0.85,27.42,350,No Holiday
25,2,2021,4,72.06,352.73,30.49,4.2,0.85,27.52,337,No Holiday
26,2,2021,5,164.34,297.78,30.49,3.68,0.85,23.51,295,No Holiday
27,2,2021,6,81.79,268.51,36.22,3.64,1.16,33.52,225,No Holiday
28,2,2021,7,98.08,239.96,35.06,5.51,0.75,50.07,235,Holiday
1,3,2021,1,97.62,247.38,32.72,5.71,0.72,43.21,187,No Holiday
2,3,2021,2,100.87,272.73,27.87,8.86,0.53,58.17,227,No Holiday
3,3,2021,3,131.63,264.11,36.28,10.91,1.0,37.3,259,No Holiday
4,3,2021,4,157.94,343.04,40.72,7.16,0.85,41.65,276,No Holiday
5,3,2021,5,139.43,309.98,34.06,4.88,1.05,43.07,290,No Holiday
6,3,2021,6,121.86,257.23,32.67,6.38,0.87,42.58,257,No Holiday
7,3,2021,7,154.41,300.45,38.21,7.92,0.85,50.3,270,Holiday
8,3,2021,1,110.05,233.19,43.89,4.32,1.46,42.61,227,No Holiday
9,3,2021,2,157.38,323.11,38.29,3.27,1.52,32.2,297,No Holiday
10,3,2021,3,91.85,192.7,39.4,3.58,0.74,26.03,205,No Holiday
11,3,2021,4,121.57,233.44,56.27,4.22,1.7,31.05,262,Holiday
12,3,2021,5,85.57,207.14,50.96,4.43,1.16,25.73,203,No Holiday
13,3,2021,6,138.97,245.6,42.87,4.24,1.23,26.71,236,No Holiday
14,3,2021,7,132.36,253.72,39.84,4.11,0.74,30.27,251,Holiday
15,3,2021,1,126.93,265.71,40.58,3.79,0.86,28.14,219,No Holiday
16,3,2021,2,146.41,391.08,39.3,3.5,0.86,20.61,277,No Holiday
17,3,2021,3,138.5,358.46,40.96,4.95,0.78,20.82,352,No Holiday
18,3,2021,4,152.31,380.31,41.81,4.93,1.03,20.78,313,No Holiday
19,3,2021,5,114.38,311.33,42.18,4.77,0.76,27.42,298,No Holiday
20,3,2021,6,145.03,284.59,54.15,5.57,1.04,17.7,264,No Holiday
21,3,2021,7,72.06,404.45,16.67,17.52,0.92,24.98,316,Holiday
22,3,2021,1,85.87,328.0,13.09,8.61,0.73,18.14,283,No Holiday
23,3,2021,2,75.4,281.04,30.49,6.32,0.85,17.33,232,No Holiday
24,3,2021,3,90.99,181.2,69.97,6.43,0.88,37.66,177,No Holiday
25,3,2021,4,83.85,208.21,8.58,8.25,0.53,19.28,194,No Holiday
26,3,2021,5,110.6,228.02,12.28,14.86,0.7,22.46,221,No Holiday
27,3,2021,6,166.83,307.27,13.77,23.44,0.85,27.62,268,No Holiday
28,3,2021,7,181.38,336.8,15.77,19.59,0.85,29.59,268,Holiday
29,3,2021,1,111.31,356.5,66.61,7.14,1.56,37.62,215,Holiday
30,3,2021,2,71.45,378.18,4.43,8.69,0.57,40.79,248,No Holiday
31,3,2021,3,67.01,293.43,40.76,16.02,0.49,58.43,152,No Holiday
1,4,2021,4,62.95,278.87,40.55,28.06,0.88,62.68,231,No Holiday
2,4,2021,5,85.17,218.59,58.47,31.37,1.23,45.1,197,Holiday
3,4,2021,6,69.14,189.48,69.28,17.71,1.4,43.44,159,No Holiday
4,4,2021,7,94.37,250.37,78.08,28.72,1.66,35.48,198,Holiday
5,4,2021,1,76.91,230.03,30.49,20.31,0.85,54.96,188,No Holiday
6,4,2021,2,172.48,455.72,18.73,17.63,1.18,47.63,377,No Holiday
7,4,2021,3,78.51,293.92,9.0,9.48,0.57,39.89,304,No Holiday
8,4,2021,4,72.39,179.66,54.12,9.76,1.4,50.08,152,No Holiday
9,4,2021,5,62.75,170.91,55.34,15.53,1.36,55.41,157,No Holiday
10,4,2021,6,89.09,241.68,67.94,25.88,1.65,41.17,189,No Holiday
11,4,2021,7,83.4,223.02,64.4,20.13,1.65,42.99,181,Holiday
12,4,2021,1,116.89,295.56,30.49,22.39,0.85,39.73,226,No Holiday
13,4,2021,2,119.0,314.03,74.66,26.81,0.85,39.16,279,No Holiday
14,4,2021,3,73.31,234.69,56.01,18.07,1.41,42.58,214,Holiday
15,4,2021,4,97.54,286.71,60.28,22.82,1.58,42.53,235,No Holiday
16,4,2021,5,132.11,323.16,71.69,19.4,1.69,43.17,232,No Holiday
17,4,2021,6,51.27,130.61,42.83,2.59,1.23,27.52,142,No Holiday
18,4,2021,7,87.02,197.75,49.58,6.28,1.57,35.45,161,Holiday
19,4,2021,1,99.27,260.87,54.65,9.73,1.51,38.11,212,No Holiday
20,4,2021,2,70.73,204.81,45.32,17.39,1.3,58.95,178,No Holiday
21,4,2021,3,56.54,128.35,31.87,4.41,1.2,44.01,132,No Holiday
22,4,2021,4,53.53,129.73,40.15,5.22,1.38,62.0,152,No Holiday
23,4,2021,5,43.49,106.79,40.0,4.76,1.29,57.59,112,No Holiday
24,4,2021,6,57.98,117.01,41.59,6.82,1.29,56.1,96,No Holiday
25,4,2021,7,104.76,189.19,48.65,16.52,1.69,60.4,217,Holiday
26,4,2021,1,72.06,341.63,73.25,34.42,0.85,51.0,288,No Holiday
27,4,2021,2,72.06,365.74,77.02,23.55,0.85,51.18,295,No Holiday
28,4,2021,3,72.06,432.09,30.49,28.81,0.85,43.01,321,No Holiday
29,4,2021,4,72.06,406.98,58.3,25.24,0.85,60.72,303,No Holiday
30,4,2021,5,72.06,445.59,11.65,23.63,0.77,35.28,346,No Holiday
1,5,2021,6,75.01,238.18,46.08,10.7,1.34,32.47,214,No Holiday
2,5,2021,7,83.06,226.18,47.95,11.67,0.69,41.76,193,Holiday
3,5,2021,1,105.77,294.37,39.74,11.49,0.72,27.37,258,No Holiday
4,5,2021,2,79.05,188.93,41.41,9.68,0.63,22.98,163,No Holiday
5,5,2021,3,69.61,170.36,38.87,5.29,0.86,59.57,151,No Holiday
6,5,2021,4,54.81,163.54,36.33,4.5,0.62,47.71,128,No Holiday
7,5,2021,5,52.47,100.82,42.37,4.33,0.59,42.39,110,No Holiday
8,5,2021,6,99.07,257.6,56.43,4.48,0.88,37.87,167,No Holiday
9,5,2021,7,59.8,135.69,42.85,4.63,0.68,53.07,195,Holiday
10,5,2021,1,51.08,94.49,58.1,4.82,0.81,45.97,88,No Holiday
11,5,2021,2,57.75,120.48,44.78,5.09,0.46,56.12,111,No Holiday
12,5,2021,3,43.88,141.98,40.29,5.94,0.44,45.14,114,No Holiday
13,5,2021,4,46.61,83.62,35.88,5.15,0.61,54.08,105,No Holiday
14,5,2021,5,61.6,120.48,41.78,5.21,0.75,52.06,130,Holiday
15,5,2021,6,48.99,159.97,41.5,5.51,0.48,38.87,128,No Holiday
16,5,2021,7,69.96,131.21,51.09,6.72,0.91,50.72,177,Holiday
17,5,2021,1,99.12,211.16,77.57,6.99,1.5,19.69,203,No Holiday
18,5,2021,2,30.87,64.67,39.29,5.45,0.44,32.34,92,No Holiday
19,5,2021,3,38.92,42.26,29.65,5.05,0.48,41.58,72,No Holiday
20,5,2021,4,58.5,43.06,27.87,5.22,0.41,43.84,48,No Holiday
21,5,2021,5,41.1,79.41,48.59,5.34,0.6,52.13,59,No Holiday
22,5,2021,6,41.11,61.27,37.99,5.52,0.62,52.32,70,No Holiday
23,5,2021,7,157.53,474.62,35.79,5.42,0.41,44.67,297,Holiday
24,5,2021,1,61.78,137.99,34.39,5.75,0.35,56.43,134,No Holiday
25,5,2021,2,51.73,124.95,42.21,6.34,0.36,65.92,122,No Holiday
26,5,2021,3,65.16,149.77,50.38,6.57,0.67,49.01,137,Holiday
27,5,2021,4,66.99,154.61,64.92,5.8,1.12,41.62,140,No Holiday
28,5,2021,5,36.43,85.77,37.42,4.95,0.74,61.64,95,No Holiday
29,5,2021,6,27.2,80.39,30.89,5.49,0.54,55.57,76,No Holiday
30,5,2021,7,28.44,138.19,32.34,5.37,0.53,53.79,102,Holiday
31,5,2021,1,44.64,125.09,64.13,5.12,0.93,24.98,113,No Holiday
1,6,2021,2,44.7,108.78,30.79,5.15,0.5,66.73,107,No Holiday
2,6,2021,3,61.13,124.94,39.91,5.03,0.77,28.9,132,No Holiday
3,6,2021,4,75.96,144.07,39.25,5.17,0.85,66.52,118,No Holiday
4,6,2021,5,96.17,183.07,43.35,5.0,1.0,68.98,216,No Holiday
5,6,2021,6,47.42,139.41,49.1,6.32,0.66,39.25,104,No Holiday
6,6,2021,7,56.79,205.74,41.7,7.0,0.59,25.73,181,Holiday
7,6,2021,1,73.07,192.02,49.94,7.69,0.88,30.31,158,No Holiday
8,6,2021,2,96.43,384.33,47.65,7.84,0.8,15.49,194,No Holiday
9,6,2021,3,75.25,350.71,42.75,6.91,0.55,23.66,348,No Holiday
10,6,2021,4,62.83,219.08,41.92,7.56,0.9,38.08,218,No Holiday
11,6,2021,5,50.98,134.62,52.56,7.44,0.64,48.9,127,No Holiday
12,6,2021,6,37.69,95.55,30.49,9.98,0.66,27.65,114,No Holiday
13,6,2021,7,38.56,73.37,69.08,8.53,0.65,29.04,97,Holiday
14,6,2021,1,44.43,100.54,66.48,8.66,0.71,34.16,88,No Holiday
15,6,2021,2,36.99,119.58,65.44,9.02,0.51,29.73,97,No Holiday
16,6,2021,3,41.19,92.69,51.18,8.11,0.78,39.87,123,No Holiday
17,6,2021,4,49.51,84.06,43.13,7.09,0.95,48.44,85,No Holiday
18,6,2021,5,35.59,58.46,43.56,7.31,0.63,50.58,70,No Holiday
19,6,2021,6,37.02,58.77,48.51,7.89,0.52,27.99,63,No Holiday
20,6,2021,7,27.82,34.46,44.46,8.03,0.42,30.84,54,Holiday
21,6,2021,1,31.18,67.07,44.71,7.21,0.74,44.43,55,No Holiday
22,6,2021,2,51.51,159.71,38.19,8.02,0.67,38.95,108,No Holiday
23,6,2021,3,95.84,285.92,50.92,8.78,0.8,33.85,236,No Holiday
24,6,2021,4,56.41,152.56,42.0,8.26,0.84,55.86,129,No Holiday
25,6,2021,5,65.38,226.41,41.52,8.51,0.61,39.63,182,No Holiday
26,6,2021,6,46.95,158.6,48.7,10.45,0.84,26.44,138,No Holiday
27,6,2021,7,72.04,166.74,47.39,9.44,1.02,54.78,150,Holiday
28,6,2021,1,63.33,149.28,41.92,9.49,0.89,54.9,136,No Holiday
29,6,2021,2,77.96,237.98,47.58,9.92,0.92,40.47,196,No Holiday
30,6,2021,3,87.86,415.77,44.54,7.87,0.56,21.44,215,No Holiday
1,7,2021,4,56.77,289.39,34.89,7.66,0.47,21.55,302,No Holiday
2,7,2021,5,64.92,291.96,35.87,7.4,0.62,31.75,280,No Holiday
3,7,2021,6,39.55,136.24,36.65,6.61,0.59,46.81,140,No Holiday
4,7,2021,7,67.12,164.01,51.56,7.19,0.92,47.31,126,Holiday
5,7,2021,1,66.23,223.87,33.63,7.18,0.49,38.63,151,No Holiday
6,7,2021,2,51.65,250.51,30.24,7.64,0.46,49.21,239,No Holiday
7,7,2021,3,66.85,223.86,36.65,8.32,0.57,43.92,179,No Holiday
8,7,2021,4,53.3,238.31,31.66,9.54,0.33,25.64,196,No Holiday
9,7,2021,5,40.09,95.93,36.45,7.87,0.72,33.01,133,No Holiday
10,7,2021,6,31.78,72.43,32.48,7.86,0.71,16.44,82,No Holiday
11,7,2021,7,38.91,88.44,29.15,7.62,0.67,23.58,79,Holiday
12,7,2021,1,34.46,72.26,33.47,7.23,0.61,31.73,77,No Holiday
13,7,2021,2,29.09,44.2,33.56,7.46,0.56,21.52,59,No Holiday
14,7,2021,3,40.07,103.57,36.41,7.42,0.74,25.88,75,No Holiday
15,7,2021,4,38.79,53.48,31.25,7.92,0.63,25.04,65,No Holiday
16,7,2021,5,44.13,83.13,35.36,8.81,0.66,19.68,70,No Holiday
17,7,2021,6,54.56,117.34,42.77,9.35,0.72,15.47,92,No Holiday
18,7,2021,7,34.43,71.7,41.59,8.63,0.71,16.82,92,Holiday
19,7,2021,1,38.03,15.72,28.7,8.94,0.41,22.44,41,No Holiday
20,7,2021,2,40.13,64.37,7.66,2.88,0.56,14.86,77,No Holiday
21,7,2021,3,40.55,75.73,41.05,8.58,1.27,40.19,65,Holiday
22,7,2021,4,29.84,43.57,23.74,7.65,0.56,58.83,58,No Holiday
23,7,2021,5,36.58,72.89,31.29,7.12,0.76,32.47,75,No Holiday
24,7,2021,6,49.88,90.47,26.76,6.55,0.94,32.47,94,No Holiday
25,7,2021,7,59.63,78.24,33.41,5.91,0.64,32.47,213,Holiday
26,7,2021,1,47.02,79.43,26.14,5.57,0.69,32.47,130,No Holiday
27,7,2021,2,42.01,54.57,21.44,7.0,0.68,29.48,90,No Holiday
28,7,2021,3,24.57,32.89,16.14,6.06,0.58,23.33,34,No Holiday
29,7,2021,4,31.12,60.07,18.29,6.78,0.65,22.73,49,No Holiday
30,7,2021,5,29.74,40.97,56.05,7.3,0.8,29.3,53,No Holiday
31,7,2021,6,37.02,80.5,20.07,6.39,0.81,28.98,55,No Holiday
1,8,2021,7,45.89,59.77,19.15,9.89,0.88,18.48,99,Holiday
2,8,2021,1,44.42,56.22,21.79,12.87,0.98,17.44,76,No Holiday
3,8,2021,2,33.9,53.49,23.08,13.88,0.54,13.18,54,No Holiday
4,8,2021,3,35.7,69.66,23.56,12.16,0.5,19.4,59,No Holiday
5,8,2021,4,48.55,86.49,24.25,12.05,0.54,21.78,93,No Holiday
6,8,2021,5,49.27,96.53,6.8,3.61,1.16,16.85,104,No Holiday
7,8,2021,6,57.15,98.51,24.04,8.28,0.81,15.96,106,No Holiday
8,8,2021,7,49.75,64.09,28.19,7.55,0.89,13.84,88,Holiday
9,8,2021,1,58.02,88.0,30.15,7.7,1.19,14.77,97,No Holiday
10,8,2021,2,46.72,149.79,29.09,7.71,0.58,14.54,101,No Holiday
11,8,2021,3,53.16,164.97,44.66,8.15,0.48,15.95,146,No Holiday
12,8,2021,4,40.67,151.31,26.57,8.24,0.41,39.92,151,No Holiday
13,8,2021,5,41.29,167.99,22.04,7.46,0.47,66.02,139,No Holiday
14,8,2021,6,42.79,190.31,23.75,7.37,0.43,68.92,166,No Holiday
15,8,2021,7,37.18,123.48,20.61,8.16,0.43,68.21,119,Holiday
16,8,2021,1,40.98,134.95,20.99,7.28,0.48,57.5,115,No Holiday
17,8,2021,2,55.64,159.26,18.93,7.48,0.63,53.16,144,No Holiday
18,8,2021,3,66.42,167.05,21.59,7.54,0.75,57.0,146,No Holiday
19,8,2021,4,84.47,181.2,30.64,7.75,1.02,64.39,163,No Holiday
20,8,2021,5,45.09,66.46,24.28,9.13,0.68,56.36,107,Holiday
21,8,2021,6,28.0,24.6,24.01,7.63,0.57,45.26,49,No Holiday
22,8,2021,7,38.59,46.83,46.07,7.44,0.94,39.06,53,Holiday
23,8,2021,1,41.84,71.74,30.66,6.6,0.78,41.03,73,No Holiday
24,8,2021,2,51.28,93.19,29.03,7.41,1.07,39.93,86,No Holiday
25,8,2021,3,45.47,141.03,32.64,7.61,0.65,44.65,108,No Holiday
26,8,2021,4,45.32,158.52,27.0,6.86,0.52,47.87,125,No Holiday
27,8,2021,5,46.5,158.08,29.94,6.88,0.47,41.37,146,No Holiday
28,8,2021,6,47.74,123.63,38.53,6.91,0.77,31.44,131,No Holiday
29,8,2021,7,58.68,116.87,25.47,7.14,0.79,34.54,111,Holiday
30,8,2021,1,25.59,46.3,25.33,7.63,0.42,32.27,67,Holiday
31,8,2021,2,29.47,39.15,27.81,7.24,0.62,33.01,45,No Holiday
1,9,2021,3,31.18,28.48,23.23,7.11,0.53,33.35,53,No Holiday
2,9,2021,4,42.23,53.21,22.78,7.46,0.93,34.63,37,No Holiday
3,9,2021,5,37.07,45.6,27.61,8.53,0.56,33.25,53,No Holiday
4,9,2021,6,40.13,50.65,32.74,8.71,1.3,29.96,46,No Holiday
5,9,2021,7,48.88,78.56,31.81,9.96,1.68,39.8,86,Holiday
6,9,2021,1,66.59,94.23,33.14,8.55,1.56,45.01,126,No Holiday
7,9,2021,2,45.95,70.27,25.04,8.55,0.58,40.35,94,No Holiday
8,9,2021,3,36.32,73.63,26.7,8.7,0.66,39.22,61,No Holiday
9,9,2021,4,41.9,80.16,34.95,8.88,0.71,44.57,84,No Holiday
10,9,2021,5,41.77,72.74,30.49,8.89,0.58,38.25,77,No Holiday
11,9,2021,6,31.73,31.49,29.61,8.78,0.44,35.2,49,No Holiday
12,9,2021,7,37.69,53.58,25.28,8.83,0.56,34.77,37,Holiday
13,9,2021,1,35.27,51.81,24.77,8.89,0.65,35.23,67,No Holiday
14,9,2021,2,34.25,67.3,22.61,7.69,0.48,33.55,44,No Holiday
15,9,2021,3,35.11,79.59,40.22,3.59,0.89,26.56,71,No Holiday
16,9,2021,4,41.28,75.33,39.2,3.85,1.22,22.11,95,No Holiday
17,9,2021,5,23.99,44.07,26.73,3.76,0.35,10.26,37,No Holiday
18,9,2021,6,31.95,64.68,4.46,1.92,1.1,13.02,60,No Holiday
19,9,2021,7,40.98,94.91,7.13,2.2,1.12,15.55,89,Holiday
20,9,2021,1,40.95,98.19,8.41,2.46,0.97,17.79,91,No Holiday
21,9,2021,2,33.1,70.33,8.45,1.93,1.02,13.28,89,No Holiday
22,9,2021,3,31.75,57.01,5.94,2.15,1.0,12.7,54,No Holiday
23,9,2021,4,33.85,68.68,32.63,8.31,0.34,10.3,61,No Holiday
24,9,2021,5,31.2,45.57,28.98,8.13,0.41,11.16,55,No Holiday
25,9,2021,6,29.94,52.34,25.04,8.12,0.36,11.41,50,No Holiday
26,9,2021,7,39.82,60.03,28.45,8.19,0.53,13.06,55,Holiday
27,9,2021,1,57.51,110.73,32.18,8.25,0.7,12.82,102,No Holiday
28,9,2021,2,48.43,99.35,32.47,8.2,0.57,12.13,103,No Holiday
29,9,2021,3,44.98,95.02,29.83,8.09,0.72,12.02,86,No Holiday
30,9,2021,4,34.88,80.39,32.85,7.29,0.88,12.77,82,No Holiday
1,10,2021,5,56.87,137.83,38.56,9.12,1.24,14.74,108,No Holiday
2,10,2021,6,66.65,107.55,28.64,8.2,0.74,14.66,130,Holiday
3,10,2021,7,46.59,106.1,23.52,8.64,0.64,14.95,91,Holiday
4,10,2021,1,37.73,105.88,20.43,8.79,0.61,15.15,94,No Holiday
5,10,2021,2,41.88,96.77,33.02,9.17,0.79,22.7,105,No Holiday
6,10,2021,3,45.09,92.96,28.48,9.52,0.69,20.95,85,No Holiday
7,10,2021,4,64.65,117.52,44.95,9.55,0.87,33.12,105,No Holiday
8,10,2021,5,68.31,179.04,40.87,7.71,1.13,38.89,138,No Holiday
9,10,2021,6,79.29,214.39,52.39,7.74,1.22,37.67,181,No Holiday
10,10,2021,7,77.59,186.18,44.57,7.74,1.39,37.77,181,Holiday
11,10,2021,1,79.17,207.03,46.88,8.22,0.85,36.23,168,No Holiday
12,10,2021,2,79.44,199.22,44.2,7.93,1.48,38.5,181,No Holiday
13,10,2021,3,75.56,181.8,31.41,7.78,0.96,57.19,146,No Holiday
14,10,2021,4,76.6,182.05,42.55,7.8,0.99,61.36,171,No Holiday
15,10,2021,5,99.7,194.26,49.88,8.0,1.37,55.28,199,Holiday
16,10,2021,6,145.48,248.36,50.86,8.14,0.85,50.33,273,No Holiday
17,10,2021,7,72.06,260.6,48.41,8.07,0.85,34.06,327,Holiday
18,10,2021,1,27.65,22.37,24.42,7.84,0.51,27.19,32,No Holiday
19,10,2021,2,48.43,81.37,27.97,7.93,0.81,35.42,49,Holiday
20,10,2021,3,116.65,183.52,54.74,6.9,1.63,37.59,234,No Holiday
21,10,2021,4,82.51,208.51,58.77,5.82,1.39,35.41,193,No Holiday
