Date,Month,Year,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Holiday
22,10,2021,5,77.12,160.18,46.57,5.88,0.93,29.88,165,No Holiday
23,10,2021,6,155.65,150.32,73.91,5.31,0.85,26.86,151,No Holiday
24,10,2021,7,85.65,173.32,10.92,3.71,0.82,32.16,187,Holiday
25,10,2021,1,58.93,107.75,10.15,3.4,0.63,22.01,84,No Holiday
26,10,2021,2,63.12,127.72,44.68,4.75,1.25,39.95,98,No Holiday
27,10,2021,3,94.53,193.14,55.06,4.99,1.6,45.57,162,No Holiday
28,10,2021,4,166.48,216.63,62.98,5.41,0.85,42.99,168,No Holiday
29,10,2021,5,164.44,230.99,67.24,5.71,0.85,31.06,198,No Holiday
30,10,2021,6,122.44,198.8,63.88,5.51,1.42,42.39,259,No Holiday
31,10,2021,7,142.65,245.63,56.07,5.8,1.64,40.01,293,Holiday
1,11,2021,1,151.11,255.77,30.49,7.55,0.85,28.41,277,No Holiday
2,11,2021,2,137.05,237.8,76.1,6.4,0.85,34.32,295,No Holiday
3,11,2021,3,172.52,277.81,30.49,7.33,0.85,31.81,309,No Holiday
4,11,2021,4,72.06,380.04,67.34,8.67,0.85,30.77,394,Holiday
5,11,2021,5,72.06,492.19,68.63,9.42,0.85,24.64,384,No Holiday
6,11,2021,6,72.06,348.85,58.21,8.49,0.85,35.37,402,No Holiday
7,11,2021,7,72.06,356.91,73.39,8.55,0.85,36.57,403,Holiday
8,11,2021,1,72.06,338.15,30.49,8.44,0.85,37.4,287,No Holiday
9,11,2021,2,72.06,466.43,21.57,8.43,0.85,13.94,431,No Holiday
10,11,2021,3,72.06,317.7,30.49,8.75,0.85,28.78,255,No Holiday
11,11,2021,4,72.06,434.16,30.49,7.75,0.85,20.39,425,No Holiday
12,11,2021,5,72.06,451.81,30.49,7.96,0.85,23.8,489,No Holiday
13,11,2021,6,72.06,348.41,22.52,7.85,0.85,29.3,415,No Holiday
14,11,2021,7,72.06,287.86,13.21,8.04,0.85,26.54,359,Holiday
15,11,2021,1,72.06,283.28,12.06,7.76,0.85,26.84,374,No Holiday
16,11,2021,2,72.06,331.05,11.42,7.89,0.85,32.47,417,No Holiday
17,11,2021,3,72.06,287.99,11.22,8.23,0.85,34.0,390,No Holiday
18,11,2021,4,72.06,311.51,11.22,8.7,0.85,32.82,361,No Holiday
19,11,2021,5,72.06,407.59,28.93,7.84,1.62,25.25,402,Holiday
20,11,2021,6,72.06,279.56,11.58,8.46,0.85,16.4,401,No Holiday
21,11,2021,7,182.25,221.87,10.55,7.76,1.12,32.5,319,Holiday
22,11,2021,1,151.6,244.82,10.39,9.0,0.9,34.58,324,No Holiday
23,11,2021,2,174.02,254.28,11.78,9.26,0.85,24.65,311,No Holiday
24,11,2021,3,72.06,370.8,14.12,9.13,0.85,40.12,398,No Holiday
25,11,2021,4,72.06,389.01,13.27,9.34,0.85,30.88,429,No Holiday
26,11,2021,5,72.06,337.28,12.56,9.3,0.85,36.52,414,No Holiday
27,11,2021,6,72.06,363.55,13.71,11.33,0.85,57.1,403,No Holiday
28,11,2021,7,72.06,321.76,11.24,10.07,0.85,46.81,410,Holiday
29,11,2021,1,72.06,285.13,11.45,10.6,0.85,50.73,376,No Holiday
30,11,2021,2,72.06,247.68,10.92,10.06,1.37,56.62,327,No Holiday
1,12,2021,3,72.06,358.33,11.05,6.14,0.85,32.43,391,No Holiday
2,12,2021,4,72.06,325.51,10.65,6.02,0.85,31.07,429,No Holiday
3,12,2021,5,72.06,265.58,10.55,5.37,0.85,35.18,370,No Holiday
4,12,2021,6,72.06,269.59,11.35,5.98,0.85,36.75,380,No Holiday
5,12,2021,7,72.06,289.04,12.29,6.44,0.85,32.11,345,Holiday
6,12,2021,1,128.13,179.13,10.4,5.22,0.92,40.96,311,No Holiday
7,12,2021,2,113.25,213.0,16.47,2.71,0.93,15.91,255,No Holiday
8,12,2021,3,135.38,243.35,22.68,3.51,1.05,16.77,266,No Holiday
9,12,2021,4,72.06,327.61,23.9,3.56,1.3,12.65,332,No Holiday
10,12,2021,5,175.67,303.5,22.32,2.73,1.01,13.83,324,No Holiday
11,12,2021,6,146.83,250.15,16.58,2.72,1.05,15.55,294,No Holiday
12,12,2021,7,72.06,312.46,20.76,2.5,1.47,16.08,289,Holiday
13,12,2021,1,72.06,508.8,29.58,3.52,0.85,15.02,397,No Holiday
14,12,2021,2,72.06,448.07,25.21,3.05,0.85,14.04,408,No Holiday
15,12,2021,3,72.06,383.87,20.51,3.95,1.3,16.78,381,No Holiday
16,12,2021,4,72.06,374.35,17.62,3.58,1.08,15.76,383,No Holiday
17,12,2021,5,161.36,271.12,10.05,1.69,0.93,22.51,347,No Holiday
18,12,2021,6,128.71,227.08,9.6,1.25,0.93,17.09,327,No Holiday
19,12,2021,7,159.71,267.73,15.01,2.4,1.04,16.73,301,Holiday
20,12,2021,1,72.06,337.61,22.11,3.17,1.31,16.27,355,No Holiday
21,12,2021,2,72.06,199.8,26.84,4.5,0.85,15.14,444,No Holiday
22,12,2021,3,72.06,199.8,26.87,4.85,0.85,16.85,428,No Holiday
23,12,2021,4,72.06,199.8,37.89,6.68,0.85,16.67,468,No Holiday
24,12,2021,5,72.06,199.8,33.35,4.28,0.85,12.8,473,No Holiday
25,12,2021,6,72.06,199.8,31.39,4.28,0.85,11.81,467,Holiday
26,12,2021,7,72.06,199.8,26.81,3.25,0.85,7.09,490,Holiday
27,12,2021,1,158.89,245.79,13.82,3.26,1.13,10.29,279,No Holiday
28,12,2021,2,161.08,260.93,21.59,3.61,1.13,5.96,343,No Holiday
29,12,2021,3,141.64,238.91,15.9,2.39,0.95,8.25,284,No Holiday
30,12,2021,4,164.51,290.17,18.49,3.49,0.97,11.31,296,No Holiday
31,12,2021,5,181.46,287.61,19.89,2.33,1.1,11.41,315,No Holiday
1,1,2022,6,72.06,300.41,19.4,7.78,0.85,32.37,389,No Holiday
2,1,2022,7,72.06,325.39,20.99,8.06,0.85,29.64,415,Holiday
3,1,2022,1,72.06,376.27,26.21,8.01,0.85,31.7,406,No Holiday
4,1,2022,2,72.06,318.67,22.38,7.87,0.85,28.56,413,No Holiday
5,1,2022,3,72.06,319.14,21.62,8.01,0.85,26.9,389,No Holiday
6,1,2022,4,110.85,130.96,13.86,6.93,0.85,27.78,290,No Holiday
7,1,2022,5,69.03,87.91,11.58,6.56,1.35,27.84,173,No Holiday
8,1,2022,6,48.56,53.88,6.31,6.54,1.1,27.01,90,No Holiday
9,1,2022,7,39.3,44.1,3.14,6.29,0.87,27.27,41,Holiday
10,1,2022,1,86.47,99.65,10.81,7.5,1.24,31.21,118,No Holiday
11,1,2022,2,93.69,113.94,6.91,7.52,1.22,34.49,231,No Holiday
12,1,2022,3,115.58,161.38,8.93,7.75,1.49,30.86,179,No Holiday
13,1,2022,4,156.23,217.25,14.17,12.11,0.85,33.83,322,No Holiday
14,1,2022,5,161.15,216.8,11.81,13.68,0.85,23.39,300,No Holiday
15,1,2022,6,92.03,175.69,3.48,2.06,0.9,14.59,205,No Holiday
16,1,2022,7,132.88,227.47,5.1,1.69,1.15,14.04,310,Holiday
17,1,2022,1,169.34,338.88,13.31,2.53,1.34,10.23,338,No Holiday
18,1,2022,2,159.39,306.91,7.92,3.07,1.35,8.61,330,No Holiday
19,1,2022,3,168.08,344.99,7.29,3.22,1.51,13.58,337,No Holiday
20,1,2022,4,72.06,539.69,14.36,9.91,0.85,9.02,465,No Holiday
21,1,2022,5,72.06,419.02,9.76,10.27,0.85,28.03,434,No Holiday
22,1,2022,6,146.49,170.95,9.65,9.0,0.85,19.13,365,No Holiday
23,1,2022,7,112.86,128.02,9.59,7.93,1.56,20.27,220,Holiday
24,1,2022,1,136.58,162.36,9.6,8.39,0.85,19.4,283,No Holiday
25,1,2022,2,117.64,164.14,9.58,8.21,0.85,19.53,207,No Holiday
26,1,2022,3,133.37,179.09,9.59,8.6,0.85,23.4,292,Holiday
27,1,2022,4,124.59,164.06,9.58,8.3,1.57,29.45,279,No Holiday
28,1,2022,5,107.08,159.79,9.54,8.01,1.35,32.61,224,No Holiday
29,1,2022,6,118.42,194.84,12.09,8.01,1.45,33.76,247,No Holiday
30,1,2022,7,136.49,191.22,9.99,8.69,1.38,35.91,270,Holiday
31,1,2022,1,72.06,269.23,16.09,9.15,0.85,25.3,321,No Holiday
1,2,2022,2,72.06,245.48,7.96,11.07,1.48,20.03,376,No Holiday
2,2,2022,3,137.15,189.65,7.76,9.79,0.31,30.13,327,No Holiday
3,2,2022,4,122.9,145.08,6.34,12.69,0.55,27.83,302,No Holiday
4,2,2022,5,55.45,51.03,23.56,16.21,1.06,28.64,153,No Holiday
5,2,2022,6,106.6,214.4,22.33,11.45,0.81,25.75,196,No Holiday
6,2,2022,7,72.06,306.91,26.94,11.59,0.85,25.55,325,Holiday
7,2,2022,1,177.28,290.62,28.84,10.19,1.47,25.35,291,No Holiday
8,2,2022,2,178.34,297.03,26.78,11.34,1.37,28.58,312,No Holiday
9,2,2022,3,83.57,130.3,17.15,10.19,1.19,34.29,221,No Holiday
10,2,2022,4,91.43,159.66,17.28,10.28,1.01,30.11,189,No Holiday
11,2,2022,5,75.33,150.38,16.52,8.6,0.58,32.35,154,No Holiday
12,2,2022,6,103.46,205.6,20.69,6.89,0.64,29.56,206,No Holiday
13,2,2022,7,128.11,234.49,23.96,7.23,1.22,24.86,261,Holiday
14,2,2022,1,138.33,262.43,29.0,6.63,1.32,23.8,258,No Holiday
15,2,2022,2,130.54,273.39,48.96,7.67,1.62,21.22,246,No Holiday
16,2,2022,3,122.57,259.51,37.99,7.63,1.0,35.12,253,No Holiday
17,2,2022,4,110.41,200.28,32.95,6.58,0.97,23.53,250,No Holiday
18,2,2022,5,119.32,221.72,31.48,6.99,1.18,19.35,258,No Holiday
19,2,2022,6,88.12,173.13,26.18,6.76,0.84,27.62,175,No Holiday
20,2,2022,7,79.64,158.27,20.02,6.58,0.7,34.78,176,Holiday
21,2,2022,1,90.28,199.57,29.99,7.45,1.09,28.03,169,No Holiday
22,2,2022,2,115.54,268.96,40.22,8.11,1.43,33.75,254,No Holiday
23,2,2022,3,110.08,197.08,40.61,7.18,1.03,35.14,184,No Holiday
24,2,2022,4,170.05,282.62,51.29,10.08,1.32,14.35,329,No Holiday
25,2,2022,5,141.36,238.14,48.67,9.86,1.12,15.85,300,No Holiday
26,2,2022,6,33.68,54.14,20.0,9.9,0.27,35.66,77,No Holiday
27,2,2022,7,46.46,85.69,25.1,10.21,0.41,25.82,88,Holiday
28,2,2022,1,46.4,109.67,27.75,7.66,0.43,23.72,81,No Holiday
1,3,2022,2,85.73,151.28,36.07,3.59,0.66,16.6,147,Holiday
2,3,2022,3,91.13,189.14,35.72,5.49,0.69,15.45,216,No Holiday
3,3,2022,4,84.01,206.66,41.88,6.19,0.69,17.37,157,No Holiday
4,3,2022,5,73.41,134.65,22.96,6.55,0.46,17.25,164,No Holiday
5,3,2022,6,58.68,118.51,25.18,5.5,0.41,21.35,107,No Holiday
6,3,2022,7,94.04,170.68,34.49,6.0,0.75,18.36,176,Holiday
7,3,2022,1,129.2,234.23,50.76,6.57,1.16,20.06,254,No Holiday
8,3,2022,2,145.6,237.18,43.36,5.95,0.99,12.66,282,No Holiday
9,3,2022,3,86.63,183.86,33.09,5.58,0.58,13.61,173,No Holiday
10,3,2022,4,69.99,141.85,25.92,5.51,0.5,14.42,150,No Holiday
11,3,2022,5,89.92,164.82,28.16,5.61,0.55,12.94,177,No Holiday
12,3,2022,6,83.12,178.02,31.83,8.14,0.59,11.86,181,No Holiday
13,3,2022,7,106.78,208.46,34.5,8.05,0.8,8.36,220,Holiday
14,3,2022,1,125.69,233.95,31.36,8.64,1.05,5.66,255,No Holiday
15,3,2022,2,138.44,264.19,16.41,9.21,1.07,5.97,269,No Holiday
16,3,2022,3,95.12,216.2,18.71,8.01,0.68,5.33,228,No Holiday
17,3,2022,4,121.13,219.67,24.51,8.59,0.93,6.19,221,No Holiday
18,3,2022,5,154.35,218.23,22.48,9.65,1.4,5.08,301,Holiday
19,3,2022,6,104.8,186.04,15.79,8.61,1.11,4.18,216,No Holiday
20,3,2022,7,96.02,199.8,62.7,9.71,1.01,4.29,241,Holiday
21,3,2022,1,146.2,257.8,28.46,13.77,1.4,4.89,244,No Holiday
22,3,2022,2,75.06,188.92,18.07,8.63,0.73,7.08,169,No Holiday
23,3,2022,3,106.34,259.97,27.7,10.45,1.25,7.17,215,No Holiday
24,3,2022,4,115.45,314.89,16.62,13.65,0.85,5.84,272,No Holiday
25,3,2022,5,92.25,230.52,9.85,9.43,0.96,8.29,208,No Holiday
26,3,2022,6,91.62,274.15,11.3,11.24,0.75,12.77,220,No Holiday
27,3,2022,7,93.61,240.58,11.29,11.18,0.96,15.75,201,Holiday
28,3,2022,1,116.25,315.46,12.55,17.62,0.85,6.09,264,No Holiday
29,3,2022,2,138.58,350.07,10.27,19.08,1.69,6.08,287,No Holiday
30,3,2022,3,72.06,413.05,10.14,41.66,0.85,8.82,310,No Holiday
31,3,2022,4,98.54,284.67,30.49,15.96,0.92,65.05,254,No Holiday
1,4,2022,5,99.98,245.53,37.06,10.11,0.44,47.41,214,No Holiday
2,4,2022,6,109.14,288.12,11.47,22.11,0.83,42.17,243,No Holiday
3,4,2022,7,92.99,257.79,11.74,28.66,1.16,49.96,234,Holiday
4,4,2022,1,115.62,336.1,9.15,45.45,0.89,35.77,289,No Holiday
5,4,2022,2,112.37,302.26,11.34,45.05,0.84,39.92,251,No Holiday
6,4,2022,3,143.22,369.49,12.62,15.43,1.05,37.86,289,No Holiday
7,4,2022,4,72.06,401.14,13.51,15.43,1.14,35.23,347,No Holiday
8,4,2022,5,72.06,257.82,12.84,15.43,0.78,42.91,313,No Holiday
9,4,2022,6,72.06,374.81,10.19,15.43,1.19,32.07,292,No Holiday
10,4,2022,7,72.06,344.34,8.31,15.43,0.85,35.98,325,Holiday
11,4,2022,1,72.06,358.11,12.42,15.43,1.13,19.98,295,No Holiday
12,4,2022,2,127.14,277.88,10.48,15.43,1.17,15.03,244,No Holiday
13,4,2022,3,174.31,390.53,9.89,11.29,1.57,11.37,323,No Holiday
14,4,2022,4,118.18,343.81,8.12,7.86,0.45,21.09,287,Holiday
15,4,2022,5,82.38,177.24,8.2,5.59,0.55,39.99,190,Holiday
16,4,2022,6,95.16,254.7,10.89,15.89,0.68,65.24,257,No Holiday
17,4,2022,7,130.14,251.29,11.44,10.19,0.94,44.14,272,Holiday
18,4,2022,1,153.78,295.27,12.63,20.03,1.47,13.23,280,No Holiday
19,4,2022,2,72.06,454.54,26.28,15.43,1.25,23.3,328,No Holiday
20,4,2022,3,149.35,295.44,51.47,15.43,0.8,52.6,286,No Holiday
21,4,2022,4,158.74,404.39,51.06,15.43,0.85,45.57,320,No Holiday
22,4,2022,5,71.85,188.81,49.96,42.0,0.68,32.47,188,No Holiday
23,4,2022,6,151.76,280.78,52.49,15.43,0.94,68.15,269,No Holiday
24,4,2022,7,153.34,368.79,49.99,15.43,0.83,32.47,282,Holiday
25,4,2022,1,135.6,391.66,48.93,15.43,0.73,32.47,278,No Holiday
26,4,2022,2,89.17,206.28,51.9,15.43,0.8,32.47,226,No Holiday
27,4,2022,3,72.06,452.89,58.08,15.43,0.85,41.71,348,No Holiday
28,4,2022,4,72.06,332.7,56.12,38.75,1.49,32.47,387,No Holiday
29,4,2022,5,72.06,391.34,54.89,41.51,1.34,63.83,413,No Holiday
30,4,2022,6,72.06,290.64,54.05,15.43,1.32,29.18,360,No Holiday
1,5,2022,7,166.64,272.39,47.73,10.37,1.32,14.59,226,Holiday
2,5,2022,1,116.44,226.9,42.34,33.06,0.91,12.56,289,No Holiday
3,5,2022,2,155.22,214.71,37.56,11.29,0.94,9.7,286,Holiday
4,5,2022,3,147.9,352.92,21.57,26.81,0.93,42.71,324,No Holiday
5,5,2022,4,122.14,400.61,4.82,27.5,0.92,43.68,365,No Holiday
6,5,2022,5,72.06,399.48,4.64,26.72,1.5,43.44,364,No Holiday
7,5,2022,6,169.8,320.74,3.65,28.74,1.45,54.13,335,No Holiday
8,5,2022,7,140.79,204.26,3.55,26.67,1.01,32.47,312,Holiday
9,5,2022,1,103.11,152.61,2.81,26.07,0.84,32.47,267,No Holiday
10,5,2022,2,104.13,156.94,2.49,21.87,0.88,51.9,244,No Holiday
11,5,2022,3,93.53,152.07,2.44,11.04,0.88,47.43,200,No Holiday
12,5,2022,4,92.97,153.91,2.81,12.21,0.91,49.35,194,No Holiday
13,5,2022,5,125.05,237.2,3.05,11.57,1.07,37.57,242,No Holiday
14,5,2022,6,167.49,268.07,4.09,16.78,1.51,30.78,310,No Holiday
15,5,2022,7,118.54,257.73,3.57,24.06,1.24,33.43,295,Holiday
16,5,2022,1,128.94,324.32,2.59,16.86,0.76,35.91,265,Holiday
17,5,2022,2,99.59,220.11,2.16,12.65,0.79,63.21,206,No Holiday
18,5,2022,3,128.52,227.35,2.51,14.74,0.93,58.41,296,No Holiday
19,5,2022,4,142.69,263.31,3.84,15.43,1.01,43.31,265,No Holiday
20,5,2022,5,140.77,251.6,4.89,15.43,0.96,25.7,288,No Holiday
21,5,2022,6,117.78,344.59,37.17,38.98,1.04,31.82,280,No Holiday
22,5,2022,7,125.68,168.44,52.14,15.43,1.21,9.02,268,Holiday
23,5,2022,1,32.25,110.82,4.58,4.08,0.85,35.73,151,No Holiday
24,5,2022,2,44.38,97.45,6.22,3.87,1.09,36.44,73,No Holiday
25,5,2022,3,91.29,183.36,9.19,4.57,1.2,34.18,202,No Holiday
26,5,2022,4,105.62,233.43,12.82,6.56,1.23,49.55,222,No Holiday
27,5,2022,5,100.86,204.27,37.65,20.9,1.41,18.92,238,No Holiday
28,5,2022,6,81.46,210.55,37.16,20.91,1.27,17.39,178,No Holiday
29,5,2022,7,82.9,207.85,37.04,18.58,1.21,29.13,196,Holiday
30,5,2022,1,83.36,227.18,39.12,15.86,1.39,32.0,184,No Holiday
31,5,2022,2,117.28,355.73,39.38,12.47,0.85,34.59,218,No Holiday
1,6,2022,3,147.15,375.4,39.54,9.39,0.51,35.46,349,No Holiday
2,6,2022,4,104.49,251.95,38.95,8.54,0.48,42.6,229,No Holiday
3,6,2022,5,126.27,278.88,37.3,10.35,0.62,63.19,305,No Holiday
4,6,2022,6,106.85,264.14,37.23,15.24,0.79,55.16,255,No Holiday
5,6,2022,7,84.94,288.22,36.51,20.08,0.79,41.25,244,Holiday
6,6,2022,1,62.83,215.0,35.87,14.24,0.62,57.98,195,No Holiday
7,6,2022,2,112.22,387.31,36.4,12.91,0.73,47.03,262,No Holiday
8,6,2022,3,102.8,384.86,36.17,13.97,0.45,47.0,341,No Holiday
9,6,2022,4,85.3,288.97,36.21,12.6,0.54,46.57,237,No Holiday
10,6,2022,5,103.64,341.46,12.01,7.56,0.66,41.17,293,No Holiday
11,6,2022,6,101.12,327.41,8.82,6.24,0.65,41.66,276,No Holiday
12,6,2022,7,105.02,302.97,11.21,6.31,0.66,48.77,284,Holiday
13,6,2022,1,63.16,253.31,6.5,3.75,0.52,50.69,208,No Holiday
14,6,2022,2,88.37,260.65,4.52,3.26,0.56,44.86,221,No Holiday
15,6,2022,3,61.31,150.81,4.11,3.09,0.54,43.6,157,No Holiday
16,6,2022,4,50.55,138.34,6.43,3.18,0.57,52.7,135,No Holiday
17,6,2022,5,35.52,68.63,7.94,3.67,0.64,48.16,81,No Holiday
18,6,2022,6,35.85,54.19,4.97,3.9,0.6,46.59,65,No Holiday
19,6,2022,7,62.71,100.85,6.37,7.44,0.63,32.19,130,Holiday
20,6,2022,1,136.01,170.0,8.6,9.96,0.8,41.6,208,No Holiday
21,6,2022,2,52.93,110.84,12.48,12.26,0.84,38.12,120,No Holiday
22,6,2022,3,71.71,156.6,7.64,12.35,0.68,58.39,138,No Holiday
23,6,2022,4,78.02,173.61,8.48,12.03,0.54,32.47,148,No Holiday
24,6,2022,5,102.07,214.06,11.38,11.85,0.59,68.63,210,No Holiday
25,6,2022,6,103.97,228.02,16.02,11.84,0.97,32.47,199,No Holiday
26,6,2022,7,99.65,181.98,6.79,11.82,0.84,45.85,206,Holiday
27,6,2022,1,66.11,126.56,4.66,11.89,0.72,41.55,118,No Holiday
28,6,2022,2,77.03,228.05,5.51,13.87,0.81,41.37,160,No Holiday
29,6,2022,3,67.12,190.51,5.14,18.01,0.74,34.99,162,No Holiday
30,6,2022,4,62.73,71.57,22.54,17.54,0.75,21.31,154,No Holiday
1,7,2022,5,38.9,56.38,31.54,13.72,0.74,18.94,64,No Holiday
2,7,2022,6,47.15,151.33,33.4,13.6,0.81,28.61,92,No Holiday
3,7,2022,7,32.42,49.3,42.1,13.48,0.66,25.44,84,Holiday
4,7,2022,1,87.32,133.14,40.7,13.47,1.1,34.59,101,No Holiday
5,7,2022,2,94.56,136.46,21.96,18.32,0.83,24.06,133,No Holiday
6,7,2022,3,42.9,104.18,22.61,22.07,0.45,30.51,100,No Holiday
7,7,2022,4,38.57,93.44,21.76,24.26,0.44,26.74,97,No Holiday
8,7,2022,5,51.56,106.14,20.69,23.89,0.52,29.9,89,No Holiday
9,7,2022,6,52.38,97.13,18.85,23.84,0.5,28.91,111,Holiday
10,7,2022,7,40.21,67.27,19.08,23.81,0.38,34.17,66,Holiday
11,7,2022,1,60.93,88.99,18.97,23.95,0.78,56.99,98,No Holiday
12,7,2022,2,37.22,76.49,18.98,24.0,0.71,66.51,84,No Holiday
13,7,2022,3,34.87,62.48,19.05,23.67,0.48,32.47,82,No Holiday
14,7,2022,4,42.52,91.78,19.02,23.75,0.46,32.47,88,No Holiday
15,7,2022,5,29.55,72.71,19.03,23.78,0.38,32.47,92,No Holiday
16,7,2022,6,33.54,56.96,19.12,23.66,0.46,32.47,87,No Holiday
17,7,2022,7,48.54,43.11,19.08,23.53,0.37,32.47,96,Holiday
18,7,2022,1,52.62,134.4,18.95,23.45,0.5,32.47,140,No Holiday
19,7,2022,2,41.44,124.01,18.95,23.48,0.74,32.47,124,No Holiday
20,7,2022,3,42.94,66.84,8.02,25.01,0.49,61.01,86,No Holiday
21,7,2022,4,60.22,72.24,6.33,25.87,0.5,55.24,53,No Holiday
22,7,2022,5,67.42,116.78,7.24,25.99,0.73,49.48,171,No Holiday
23,7,2022,6,33.67,65.68,4.26,26.22,0.46,50.4,71,No Holiday
24,7,2022,7,26.14,49.86,4.25,26.09,0.39,51.79,59,Holiday
25,7,2022,1,25.0,50.31,3.51,26.16,0.35,54.92,56,No Holiday
26,7,2022,2,30.88,61.12,4.88,27.22,0.41,53.01,60,No Holiday
27,7,2022,3,28.34,57.78,6.74,27.33,0.42,52.63,55,No Holiday
28,7,2022,4,25.7,42.09,7.07,26.85,0.4,49.0,52,No Holiday
29,7,2022,5,27.48,43.14,5.64,27.14,0.36,46.41,47,No Holiday
30,7,2022,6,28.74,37.9,5.5,26.74,0.53,48.02,47,No Holiday
31,7,2022,7,29.61,39.32,5.83,26.22,0.39,53.42,50,Holiday
1,8,2022,1,27.42,62.78,4.95,26.26,0.41,47.76,48,No Holiday
2,8,2022,2,36.22,385.15,9.02,26.32,0.45,53.86,216,No Holiday
3,8,2022,3,45.03,139.59,10.27,26.28,0.73,52.95,125,No Holiday
4,8,2022,4,34.65,89.03,9.78,26.41,0.77,52.75,99,No Holiday
5,8,2022,5,29.54,65.32,9.32,26.35,0.69,49.97,56,No Holiday
6,8,2022,6,37.25,88.15,6.57,26.54,0.7,54.73,88,No Holiday
7,8,2022,7,60.79,90.78,8.42,26.59,0.89,47.05,127,Holiday
8,8,2022,1,48.58,93.31,8.18,26.75,0.84,61.47,68,No Holiday
9,8,2022,2,52.53,95.69,7.45,26.62,0.65,55.29,115,Holiday
